Month,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,DepTimeM,DepTimeCategorical,UniqueCarrier_OriginDest,UniqueCarrier_Origin,target
c-4,c-6,1142,UA,FLL,ORD,1182,2,19,UA_FLL_ORD,UA_FLL,1
c-6,c-6,425,US,ONT,PHX,325,5,7,US_ONT_PHX,US_ONT,0
c-6,c-2,1090,AA,TPA,DFW,929,10,18,AA_TPA_DFW,AA_TPA,0
c-7,c-5,865,OO,LAX,SAN,109,25,14,OO_LAX_SAN,OO_LAX,0
c-3,c-3,837,XE,ABE,CLE,339,57,13,XE_ABE_CLE,XE_ABE,0
c-6,c-3,535,DL,RDU,ATL,356,55,8,DL_RDU_ATL,DL_RDU,1
c-11,c-3,1221,MQ,DFW,LAW,140,21,20,MQ_DFW_LAW,MQ_DFW,0
c-6,c-3,460,DL,ATL,GSO,306,40,7,DL_ATL_GSO,DL_ATL,0
c-3,c-3,414,OO,ORD,TYS,475,54,6,OO_ORD_TYS,OO_ORD,0
c-7,c-6,580,US,PHL,DFW,1302,40,9,US_PHL_DFW,US_PHL,1
c-8,c-3,836,MQ,AZO,ORD,122,56,13,MQ_AZO_ORD,MQ_AZO,0
c-2,c-6,727,NW,DTW,FNT,56,7,12,NW_DTW_FNT,NW_DTW,0
c-9,c-4,370,WN,MDW,SDF,271,10,6,WN_MDW_SDF,WN_MDW,0
c-10,c-6,354,AA,BWI,DFW,1217,54,5,AA_BWI_DFW,AA_BWI,0
c-3,c-4,1391,DL,LAX,TPA,2158,11,23,DL_LAX_TPA,DL_LAX,0
c-4,c-4,650,WN,LAX,HOU,1390,50,10,WN_LAX_HOU,WN_LAX,0
c-4,c-6,625,EV,LAX,SLC,590,25,10,EV_LAX_SLC,EV_LAX,0
c-11,c-6,752,WN,BDL,BWI,283,32,12,WN_BDL_BWI,WN_BDL,0
c-5,c-3,1043,AA,SJU,MIA,1045,23,17,AA_SJU_MIA,AA_SJU,0
c-9,c-7,919,NW,MSP,SFO,1589,19,15,NW_MSP_SFO,NW_MSP,1
c-5,c-1,767,AA,DFW,RDU,1062,47,12,AA_DFW_RDU,AA_DFW,0
c-4,c-5,360,NW,GRB,DTW,288,0,6,NW_GRB_DTW,NW_GRB,0
c-12,c-4,556,FL,ATL,HOU,696,16,9,FL_ATL_HOU,FL_ATL,0
c-4,c-2,565,MQ,PIT,ORD,412,25,9,MQ_PIT_ORD,MQ_PIT,0
c-9,c-4,913,AA,DFW,SJC,1438,13,15,AA_DFW_SJC,AA_DFW,0
c-1,c-5,575,AA,ATL,DFW,732,35,9,AA_ATL_DFW,AA_ATL,0
c-12,c-5,1093,AS,YAK,JNU,199,13,18,AS_YAK_JNU,AS_YAK,0
c-5,c-4,431,WN,BWI,BDL,283,11,7,WN_BWI_BDL,WN_BWI,0
c-8,c-6,555,XE,MEM,IAH,469,15,9,XE_MEM_IAH,XE_MEM,0
c-11,c-1,775,B6,JFK,TPA,1005,55,12,B6_JFK_TPA,B6_JFK,0
c-4,c-1,814,UA,SEA,IAD,2306,34,13,UA_SEA_IAD,UA_SEA,1
c-10,c-5,715,AA,LGA,DFW,1389,55,11,AA_LGA_DFW,AA_LGA,1
c-4,c-7,381,UA,ORD,BWI,622,21,6,UA_ORD_BWI,UA_ORD,0
c-10,c-4,567,OO,SLC,DEN,391,27,9,OO_SLC_DEN,OO_SLC,0
c-8,c-3,910,WN,HOU,AUS,148,10,15,WN_HOU_AUS,WN_HOU,0
c-8,c-7,1083,OO,ABQ,SLC,493,3,18,OO_ABQ_SLC,OO_ABQ,0
c-7,c-5,1054,WN,BWI,SDF,495,34,17,WN_BWI_SDF,WN_BWI,1
c-6,c-1,832,OH,BGM,CVG,506,52,13,OH_BGM_CVG,OH_BGM,0
c-1,c-4,989,DL,ATL,ORF,516,29,16,DL_ATL_ORF,DL_ATL,0
c-3,c-7,452,F9,FLL,DEN,1703,32,7,F9_FLL_DEN,F9_FLL,0
c-9,c-3,1197,HA,HNL,LIH,102,57,19,HA_HNL_LIH,HA_HNL,0
c-10,c-1,993,AA,DFW,SMF,1431,33,16,AA_DFW_SMF,AA_DFW,0
c-4,c-5,924,OO,IND,DEN,977,24,15,OO_IND_DEN,OO_IND,0
c-5,c-1,688,WN,PDX,OAK,543,28,11,WN_PDX_OAK,WN_PDX,0
c-6,c-6,945,OO,LAX,OAK,337,45,15,OO_LAX_OAK,OO_LAX,0
c-11,c-5,1009,WN,ISP,LAS,2283,49,16,WN_ISP_LAS,WN_ISP,0
c-11,c-4,977,WN,LAX,SJC,308,17,16,WN_LAX_SJC,WN_LAX,0
c-12,c-5,465,WN,PHX,BUR,369,45,7,WN_PHX_BUR,WN_PHX,0
c-10,c-1,910,MQ,ORD,OKC,693,10,15,MQ_ORD_OKC,MQ_ORD,0
c-10,c-4,382,UA,IAH,DEN,861,22,6,UA_IAH_DEN,UA_IAH,0
c-11,c-6,726,AA,DFW,PHL,1302,6,12,AA_DFW_PHL,AA_DFW,0
c-10,c-5,495,XE,ROC,EWR,246,15,8,XE_ROC_EWR,XE_ROC,0
c-8,c-7,600,WN,PHL,PVD,238,0,10,WN_PHL_PVD,WN_PHL,0
c-3,c-2,580,WN,MDW,MCI,405,40,9,WN_MDW_MCI,WN_MDW,0
c-4,c-1,1088,OO,SBA,LAX,89,8,18,OO_SBA_LAX,OO_SBA,0
c-4,c-4,1007,XE,BUF,EWR,282,47,16,XE_BUF_EWR,XE_BUF,0
c-7,c-7,795,XE,IAH,TUL,429,15,13,XE_IAH_TUL,XE_IAH,0
c-11,c-5,768,DL,ATL,LGA,761,48,12,DL_ATL_LGA,DL_ATL,0
c-8,c-2,1147,US,DCA,ATL,547,7,19,US_DCA_ATL,US_DCA,0
c-1,c-4,882,UA,CLE,DEN,1201,42,14,UA_CLE_DEN,UA_CLE,0
c-4,c-7,493,HA,HNL,LIH,102,13,8,HA_HNL_LIH,HA_HNL,0
c-10,c-5,448,OO,SFO,SMF,86,28,7,OO_SFO_SMF,OO_SFO,0
c-5,c-2,356,NW,MSP,DTW,528,56,5,NW_MSP_DTW,NW_MSP,0
c-8,c-7,738,MQ,LBB,DFW,282,18,12,MQ_LBB_DFW,MQ_LBB,0
c-12,c-3,434,XE,PSP,IAH,1269,14,7,XE_PSP_IAH,XE_PSP,0
c-7,c-6,703,WN,SDF,MDW,271,43,11,WN_SDF_MDW,WN_SDF,0
c-10,c-1,668,AA,ORD,STL,258,8,11,AA_ORD_STL,AA_ORD,0
c-1,c-1,948,XE,DCA,EWR,199,48,15,XE_DCA_EWR,XE_DCA,1
c-4,c-6,1180,DL,ATL,SDF,321,40,19,DL_ATL_SDF,DL_ATL,1
c-4,c-4,1115,WN,LAS,SAN,258,35,18,WN_LAS_SAN,WN_LAS,0
c-12,c-2,1292,YV,IAD,CAE,401,32,21,YV_IAD_CAE,YV_IAD,0
c-10,c-4,943,XE,CLE,RDU,416,43,15,XE_CLE_RDU,XE_CLE,0
c-7,c-4,565,YV,BUR,PHX,369,25,9,YV_BUR_PHX,YV_BUR,0
c-12,c-1,976,DL,BHM,ATL,134,16,16,DL_BHM_ATL,DL_BHM,0
c-5,c-2,653,OO,MSO,SLC,436,53,10,OO_MSO_SLC,OO_MSO,0
c-11,c-1,417,B6,JFK,MSY,1182,57,6,B6_JFK_MSY,B6_JFK,0
c-9,c-3,620,WN,LAS,LAX,236,20,10,WN_LAS_LAX,WN_LAS,0
c-8,c-6,734,WN,MDW,BWI,611,14,12,WN_MDW_BWI,WN_MDW,0
c-8,c-5,493,NW,SLC,MSP,991,13,8,NW_SLC_MSP,NW_SLC,0
c-12,c-4,911,MQ,PNS,DFW,604,11,15,MQ_PNS_DFW,MQ_PNS,0
c-7,c-5,817,AA,TPA,ORD,1012,37,13,AA_TPA_ORD,AA_TPA,0
c-3,c-7,669,US,PBI,CLT,590,9,11,US_PBI_CLT,US_PBI,0
c-2,c-6,758,OO,DEN,MTJ,197,38,12,OO_DEN_MTJ,OO_DEN,1
c-9,c-3,664,HP,ATL,PHX,1587,4,11,HP_ATL_PHX,HP_ATL,0
c-1,c-6,637,XE,BTR,IAH,253,37,10,XE_BTR_IAH,XE_BTR,0
c-2,c-2,1048,OO,SJC,LAX,308,28,17,OO_SJC_LAX,OO_SJC,0
c-2,c-5,370,WN,RNO,SJC,188,10,6,WN_RNO_SJC,WN_RNO,0
c-9,c-5,1213,MQ,LAX,FAT,209,13,20,MQ_LAX_FAT,MQ_LAX,0
c-10,c-7,517,AA,IND,DFW,762,37,8,AA_IND_DFW,AA_IND,0
c-11,c-2,772,OO,SAT,DEN,794,52,12,OO_SAT_DEN,OO_SAT,0
c-1,c-4,963,US,CLT,MCI,809,3,16,US_CLT_MCI,US_CLT,0
c-6,c-3,759,AS,SEA,ORD,1721,39,12,AS_SEA_ORD,AS_SEA,0
c-7,c-4,665,OO,SFO,SBP,191,5,11,OO_SFO_SBP,OO_SFO,1
c-7,c-5,1176,AA,DFW,MIA,1121,36,19,AA_DFW_MIA,AA_DFW,1
c-1,c-3,739,UA,DEN,BOI,649,19,12,UA_DEN_BOI,UA_DEN,1
c-8,c-5,372,OH,CHO,CVG,342,12,6,OH_CHO_CVG,OH_CHO,0
c-12,c-5,843,UA,OGG,LAX,2486,3,14,UA_OGG_LAX,UA_OGG,0
c-8,c-7,1288,XE,DCA,EWR,199,28,21,XE_DCA_EWR,XE_DCA,1
c-10,c-1,1135,MQ,CVG,ORD,264,55,18,MQ_CVG_ORD,MQ_CVG,0
c-9,c-3,405,WN,PHL,MCO,861,45,6,WN_PHL_MCO,WN_PHL,0
c-5,c-7,967,DL,ATL,LAX,1946,7,16,DL_ATL_LAX,DL_ATL,0
c-3,c-6,464,FL,PHL,MCO,861,44,7,FL_PHL_MCO,FL_PHL,0
c-6,c-1,1070,FL,ATL,SAV,215,50,17,FL_ATL_SAV,FL_ATL,0
c-6,c-3,952,NW,DTW,MKE,238,52,15,NW_DTW_MKE,NW_DTW,1
c-4,c-6,1111,AA,MIA,IND,1021,31,18,AA_MIA_IND,AA_MIA,0
c-3,c-1,1063,B6,JFK,FLL,1069,43,17,B6_JFK_FLL,B6_JFK,0
c-8,c-4,1319,AA,ORD,DCA,612,59,21,AA_ORD_DCA,AA_ORD,1
c-9,c-7,488,US,CLT,DTW,500,8,8,US_CLT_DTW,US_CLT,1
c-4,c-3,1263,CO,IAH,SEA,1874,3,21,CO_IAH_SEA,CO_IAH,0
c-10,c-2,896,FL,LGA,CAK,396,56,14,FL_LGA_CAK,FL_LGA,1
c-11,c-2,861,NW,MEM,LGA,963,21,14,NW_MEM_LGA,NW_MEM,0
c-9,c-6,1108,UA,DEN,EWR,1605,28,18,UA_DEN_EWR,UA_DEN,0
c-2,c-2,1024,AA,DFW,PSP,1126,4,17,AA_DFW_PSP,AA_DFW,1
c-2,c-2,683,EV,SLC,GEG,546,23,11,EV_SLC_GEG,EV_SLC,0
c-11,c-5,803,FL,MCO,ROC,1033,23,13,FL_MCO_ROC,FL_MCO,0
c-6,c-1,542,OO,SLC,SUN,223,2,9,OO_SLC_SUN,OO_SLC,0
c-2,c-7,488,AA,ONT,DFW,1189,8,8,AA_ONT_DFW,AA_ONT,0
c-1,c-1,702,NW,LGA,MSP,1020,42,11,NW_LGA_MSP,NW_LGA,0
c-11,c-7,875,WN,PHL,MCO,861,35,14,WN_PHL_MCO,WN_PHL,0
c-3,c-5,515,WN,ABQ,SAN,628,35,8,WN_ABQ_SAN,WN_ABQ,0
c-3,c-2,845,WN,DAL,LIT,296,5,14,WN_DAL_LIT,WN_DAL,0
c-9,c-7,642,AA,SJU,LAX,3386,42,10,AA_SJU_LAX,AA_SJU,0
c-4,c-1,1102,MQ,ICT,ORD,588,22,18,MQ_ICT_ORD,MQ_ICT,0
c-12,c-5,1021,US,BUF,DCA,296,1,17,US_BUF_DCA,US_BUF,0
c-10,c-4,686,MQ,DFW,PIA,673,26,11,MQ_DFW_PIA,MQ_DFW,0
c-4,c-5,401,NW,DTW,PVD,614,41,6,NW_DTW_PVD,NW_DTW,0
c-2,c-4,1267,AS,PDX,LAX,834,7,21,AS_PDX_LAX,AS_PDX,1
c-8,c-4,360,EV,ATL,CVG,373,0,6,EV_ATL_CVG,EV_ATL,0
c-10,c-1,611,YV,ROC,ORD,528,11,10,YV_ROC_ORD,YV_ROC,0
c-9,c-2,475,OH,DAY,ATL,432,55,7,OH_DAY_ATL,OH_DAY,0
c-10,c-3,1250,XE,CLE,MSN,402,50,20,XE_CLE_MSN,XE_CLE,0
c-11,c-1,982,YV,ORD,ABE,654,22,16,YV_ORD_ABE,YV_ORD,0
c-12,c-2,802,AA,TPA,DFW,929,22,13,AA_TPA_DFW,AA_TPA,0
c-7,c-4,1160,AA,ORD,TUS,1437,20,19,AA_ORD_TUS,AA_ORD,0
c-6,c-1,405,EV,FAY,ATL,331,45,6,EV_FAY_ATL,EV_FAY,0
c-8,c-5,1050,YV,DEN,COS,72,30,17,YV_DEN_COS,YV_DEN,0
c-12,c-1,913,XE,CAE,IAH,878,13,15,XE_CAE_IAH,XE_CAE,1
c-4,c-7,832,DL,CLE,ATL,554,52,13,DL_CLE_ATL,DL_CLE,0
c-1,c-2,580,YV,CLT,IAD,321,40,9,YV_CLT_IAD,YV_CLT,0
c-1,c-3,817,AA,DFW,JAX,919,37,13,AA_DFW_JAX,AA_DFW,1
c-5,c-4,648,FL,PHL,RSW,992,48,10,FL_PHL_RSW,FL_PHL,0
c-12,c-2,35,AA,LAX,DFW,1235,35,0,AA_LAX_DFW,AA_LAX,0
c-1,c-1,389,DL,LGA,BOS,185,29,6,DL_LGA_BOS,DL_LGA,0
c-4,c-4,680,WN,FLL,BWI,925,20,11,WN_FLL_BWI,WN_FLL,0
c-8,c-3,969,OH,CVG,LGA,585,9,16,OH_CVG_LGA,OH_CVG,0
c-3,c-2,832,OO,FAT,DEN,844,52,13,OO_FAT_DEN,OO_FAT,0
c-6,c-5,407,AA,DCA,ORD,612,47,6,AA_DCA_ORD,AA_DCA,0
c-5,c-6,1072,EV,ATL,PFN,247,52,17,EV_ATL_PFN,EV_ATL,1
c-11,c-2,1361,HP,PHX,ONT,325,41,22,HP_PHX_ONT,HP_PHX,0
c-11,c-1,1347,OO,SFO,SMF,86,27,22,OO_SFO_SMF,OO_SFO,0
c-8,c-2,449,UA,EWR,ORD,719,29,7,UA_EWR_ORD,UA_EWR,0
c-8,c-4,1024,MQ,LGA,DCA,214,4,17,MQ_LGA_DCA,MQ_LGA,0
c-8,c-4,718,OO,DEN,GTF,624,58,11,OO_DEN_GTF,OO_DEN,0
c-11,c-4,634,WN,MHT,BWI,377,34,10,WN_MHT_BWI,WN_MHT,0
c-9,c-2,1076,MQ,ORD,MSN,109,56,17,MQ_ORD_MSN,MQ_ORD,1
c-7,c-1,1017,OO,SLC,ONT,558,57,16,OO_SLC_ONT,OO_SLC,0
c-10,c-2,1016,US,DCA,LGA,214,56,16,US_DCA_LGA,US_DCA,0
c-11,c-7,399,WN,PHL,MDW,668,39,6,WN_PHL_MDW,WN_PHL,0
c-3,c-1,426,MQ,CVG,MIA,948,6,7,MQ_CVG_MIA,MQ_CVG,0
c-7,c-1,1046,US,TPA,PIT,873,26,17,US_TPA_PIT,US_TPA,0
c-3,c-5,1242,OO,SLC,EKO,200,42,20,OO_SLC_EKO,OO_SLC,0
c-1,c-5,1235,WN,BNA,MDW,395,35,20,WN_BNA_MDW,WN_BNA,0
c-10,c-3,1000,YV,IAD,SAV,515,40,16,YV_IAD_SAV,YV_IAD,0
c-3,c-4,526,XE,IAD,IAH,1190,46,8,XE_IAD_IAH,XE_IAD,0
c-4,c-3,502,AA,SEA,DFW,1660,22,8,AA_SEA_DFW,AA_SEA,0
c-7,c-2,777,OH,STL,JFK,892,57,12,OH_STL_JFK,OH_STL,0
c-9,c-4,631,US,MCO,PIT,834,31,10,US_MCO_PIT,US_MCO,0
c-8,c-2,642,FL,CLT,ATL,227,42,10,FL_CLT_ATL,FL_CLT,0
c-6,c-7,490,WN,OAK,SAN,446,10,8,WN_OAK_SAN,WN_OAK,0
c-5,c-2,520,AA,HSV,DFW,603,40,8,AA_HSV_DFW,AA_HSV,0
c-10,c-7,703,MQ,ORD,BNA,409,43,11,MQ_ORD_BNA,MQ_ORD,0
c-7,c-7,995,WN,HOU,LAS,1235,35,16,WN_HOU_LAS,WN_HOU,0
c-3,c-4,562,FL,PHL,BOS,280,22,9,FL_PHL_BOS,FL_PHL,0
c-4,c-6,1309,OH,CVG,TRI,216,49,21,OH_CVG_TRI,OH_CVG,0
c-8,c-7,557,CO,IAH,SNA,1347,17,9,CO_IAH_SNA,CO_IAH,0
c-6,c-7,1229,DL,ATL,BNA,214,29,20,DL_ATL_BNA,DL_ATL,1
c-10,c-4,1099,WN,LAS,MDW,1521,19,18,WN_LAS_MDW,WN_LAS,0
c-2,c-1,475,WN,ELP,AUS,528,55,7,WN_ELP_AUS,WN_ELP,0
c-7,c-5,1252,MQ,DFW,CLL,164,52,20,MQ_DFW_CLL,MQ_DFW,0
c-8,c-6,400,WN,MSY,MCO,550,40,6,WN_MSY_MCO,WN_MSY,0
c-10,c-5,1210,OH,LGA,JAX,834,10,20,OH_LGA_JAX,OH_LGA,1
c-9,c-1,440,AS,LAX,SEA,954,20,7,AS_LAX_SEA,AS_LAX,0
c-7,c-5,941,WN,SAN,MCI,1333,41,15,WN_SAN_MCI,WN_SAN,0
c-11,c-3,1223,OO,ORD,AZO,122,23,20,OO_ORD_AZO,OO_ORD,1
c-12,c-5,447,NW,MSP,MCO,1310,27,7,NW_MSP_MCO,NW_MSP,0
c-7,c-1,793,MQ,ORD,GRB,174,13,13,MQ_ORD_GRB,MQ_ORD,0
c-11,c-4,458,XE,CLE,PVD,540,38,7,XE_CLE_PVD,XE_CLE,0
c-3,c-2,471,XE,IAH,CRP,201,51,7,XE_IAH_CRP,XE_IAH,0
c-6,c-3,1186,FL,MSP,MDW,349,46,19,FL_MSP_MDW,FL_MSP,0
c-2,c-5,927,MQ,SBA,LAX,89,27,15,MQ_SBA_LAX,MQ_SBA,0
c-7,c-5,715,XE,PIT,EWR,319,55,11,XE_PIT_EWR,XE_PIT,0
c-1,c-4,1219,AA,DFW,BUR,1231,19,20,AA_DFW_BUR,AA_DFW,0
c-6,c-7,73,DL,LAX,CVG,1900,13,1,DL_LAX_CVG,DL_LAX,1
c-8,c-6,528,AS,SIT,JNU,95,48,8,AS_SIT_JNU,AS_SIT,0
c-2,c-3,461,AS,OAK,PDX,543,41,7,AS_OAK_PDX,AS_OAK,0
c-5,c-4,873,NW,GRB,MSP,252,33,14,NW_GRB_MSP,NW_GRB,0
c-9,c-5,1115,EV,ATL,BQK,238,35,18,EV_ATL_BQK,EV_ATL,0
c-6,c-7,1243,XE,CLE,LEX,275,43,20,XE_CLE_LEX,XE_CLE,0
c-11,c-3,608,MQ,DFW,JAN,408,8,10,MQ_DFW_JAN,MQ_DFW,0
c-4,c-5,1294,NW,DTW,IAD,383,34,21,NW_DTW_IAD,NW_DTW,1
c-10,c-7,1305,NW,MSP,MSO,1013,45,21,NW_MSP_MSO,NW_MSP,0
c-11,c-3,571,AA,IND,DFW,762,31,9,AA_IND_DFW,AA_IND,0
c-10,c-6,1122,OO,DEN,MEM,872,42,18,OO_DEN_MEM,OO_DEN,0
c-6,c-6,350,OH,TYS,LGA,647,50,5,OH_TYS_LGA,OH_TYS,0
c-11,c-6,648,YV,RDU,IAD,224,48,10,YV_RDU_IAD,YV_RDU,0
c-5,c-1,535,OH,PIT,CVG,256,55,8,OH_PIT_CVG,OH_PIT,0
c-11,c-2,401,AA,ONT,DFW,1189,41,6,AA_ONT_DFW,AA_ONT,0
c-6,c-1,1091,FL,BWI,FLL,925,11,18,FL_BWI_FLL,FL_BWI,0
c-11,c-2,574,CO,IAH,ABQ,744,34,9,CO_IAH_ABQ,CO_IAH,0
c-11,c-7,772,XE,BNA,EWR,748,52,12,XE_BNA_EWR,XE_BNA,0
c-10,c-2,1190,MQ,ORD,LSE,215,50,19,MQ_ORD_LSE,MQ_ORD,0
c-3,c-5,1013,AA,DFW,IAH,224,53,16,AA_DFW_IAH,AA_DFW,0
c-8,c-2,440,WN,DTW,PHX,1671,20,7,WN_DTW_PHX,WN_DTW,0
c-1,c-3,600,UA,PHX,SFO,651,0,10,UA_PHX_SFO,UA_PHX,1
c-7,c-4,755,US,ONT,PHX,325,35,12,US_ONT_PHX,US_ONT,0
c-3,c-4,476,DL,RNO,ATL,1993,56,7,DL_RNO_ATL,DL_RNO,0
c-5,c-2,457,DL,PBI,LGA,1035,37,7,DL_PBI_LGA,DL_PBI,0
c-1,c-7,1010,DL,CLE,ATL,554,50,16,DL_CLE_ATL,DL_CLE,0
c-8,c-1,1320,WN,LAX,OAK,337,0,22,WN_LAX_OAK,WN_LAX,0
c-10,c-5,364,US,ORD,PIT,412,4,6,US_ORD_PIT,US_ORD,0
c-7,c-7,848,XE,IAH,CAE,878,8,14,XE_IAH_CAE,XE_IAH,1
c-3,c-3,689,AA,LAX,ORD,1745,29,11,AA_LAX_ORD,AA_LAX,0
c-5,c-3,1009,DL,ATL,SAV,215,49,16,DL_ATL_SAV,DL_ATL,0
c-6,c-2,869,OO,DEN,MTJ,197,29,14,OO_DEN_MTJ,OO_DEN,0
c-6,c-2,992,NW,GFK,MSP,284,32,16,NW_GFK_MSP,NW_GFK,0
c-4,c-4,795,WN,DAL,MAF,319,15,13,WN_DAL_MAF,WN_DAL,0
c-10,c-4,1143,NW,DTW,CMH,155,3,19,NW_DTW_CMH,NW_DTW,0
c-12,c-4,932,WN,LAS,HOU,1235,32,15,WN_LAS_HOU,WN_LAS,0
c-5,c-3,476,UA,SFO,IAD,2419,56,7,UA_SFO_IAD,UA_SFO,0
c-3,c-3,696,OO,BHM,ORD,584,36,11,OO_BHM_ORD,OO_BHM,1
c-12,c-5,821,DL,BDL,CVG,661,41,13,DL_BDL_CVG,DL_BDL,0
c-8,c-5,1088,AA,LAS,DFW,1055,8,18,AA_LAS_DFW,AA_LAS,0
c-5,c-5,1179,AS,JNU,SEA,909,39,19,AS_JNU_SEA,AS_JNU,0
c-4,c-4,1121,WN,AUS,DAL,189,41,18,WN_AUS_DAL,WN_AUS,0
c-8,c-5,1070,WN,AUS,HOU,148,50,17,WN_AUS_HOU,WN_AUS,0
c-11,c-4,1230,MQ,DFW,LRD,394,30,20,MQ_DFW_LRD,MQ_DFW,0
c-8,c-4,377,UA,SAN,DEN,853,17,6,UA_SAN_DEN,UA_SAN,0
c-3,c-7,953,OO,SFO,SBA,262,53,15,OO_SFO_SBA,OO_SFO,1
c-6,c-3,893,EV,ATL,JAN,341,53,14,EV_ATL_JAN,EV_ATL,0
c-8,c-1,1273,UA,DEN,PDX,992,13,21,UA_DEN_PDX,UA_DEN,0
c-3,c-2,508,US,PIT,MIA,1013,28,8,US_PIT_MIA,US_PIT,0
c-7,c-2,1248,DL,SLC,BZN,347,48,20,DL_SLC_BZN,DL_SLC,1
c-7,c-3,737,UA,PDX,DEN,992,17,12,UA_PDX_DEN,UA_PDX,1
c-3,c-4,796,AA,MIA,TPA,204,16,13,AA_MIA_TPA,AA_MIA,0
c-1,c-6,483,DL,FLL,BOS,1237,3,8,DL_FLL_BOS,DL_FLL,0
c-2,c-4,687,YV,MHT,ORD,843,27,11,YV_MHT_ORD,YV_MHT,0
c-9,c-4,364,US,PVD,PIT,467,4,6,US_PVD_PIT,US_PVD,0
c-4,c-2,907,XE,XNA,IAH,438,7,15,XE_XNA_IAH,XE_XNA,0
c-3,c-6,537,WN,CLE,BWI,314,57,8,WN_CLE_BWI,WN_CLE,0
c-2,c-5,645,OO,SFO,AUS,1504,45,10,OO_SFO_AUS,OO_SFO,0
c-11,c-6,658,YV,PHX,YUM,160,58,10,YV_PHX_YUM,YV_PHX,0
c-8,c-6,735,WN,MSY,LAX,1671,15,12,WN_MSY_LAX,WN_MSY,0
c-6,c-5,844,NW,COS,MSP,725,4,14,NW_COS_MSP,NW_COS,0
c-4,c-2,463,AA,ORD,BOS,867,43,7,AA_ORD_BOS,AA_ORD,0
c-2,c-7,565,XE,TYS,IAH,772,25,9,XE_TYS_IAH,XE_TYS,0
c-5,c-2,580,WN,SNA,SMF,404,40,9,WN_SNA_SMF,WN_SNA,0
c-6,c-5,374,UA,LAS,LAX,236,14,6,UA_LAS_LAX,UA_LAS,0
c-11,c-5,370,EV,GTR,ATL,241,10,6,EV_GTR_ATL,EV_GTR,0
c-12,c-7,1078,MQ,RDU,LGA,431,58,17,MQ_RDU_LGA,MQ_RDU,1
c-1,c-7,540,FL,ATL,PHL,665,0,9,FL_ATL_PHL,FL_ATL,0
c-4,c-7,935,DL,ATL,SDF,321,35,15,DL_ATL_SDF,DL_ATL,0
c-8,c-5,1046,NW,DTW,GRR,120,26,17,NW_DTW_GRR,NW_DTW,0
c-7,c-1,1126,UA,DEN,MSY,1062,46,18,UA_DEN_MSY,UA_DEN,0
c-11,c-2,756,NW,CLT,DTW,500,36,12,NW_CLT_DTW,NW_CLT,0
c-8,c-2,1029,CO,ORD,IAH,925,9,17,CO_ORD_IAH,CO_ORD,0
c-11,c-6,735,OO,DSM,DEN,589,15,12,OO_DSM_DEN,OO_DSM,0
c-10,c-4,516,WN,RNO,LAS,345,36,8,WN_RNO_LAS,WN_RNO,0
c-12,c-5,541,F9,TPA,DEN,1506,1,9,F9_TPA_DEN,F9_TPA,0
c-6,c-5,1019,OO,EUG,SFO,451,59,16,OO_EUG_SFO,OO_EUG,0
c-10,c-5,525,AA,BHM,DFW,597,45,8,AA_BHM_DFW,AA_BHM,0
c-7,c-2,1180,YV,ABE,ORD,654,40,19,YV_ABE_ORD,YV_ABE,1
c-2,c-5,1208,WN,MHT,PHL,290,8,20,WN_MHT_PHL,WN_MHT,0
c-10,c-4,1063,AA,SJU,EWR,1608,43,17,AA_SJU_EWR,AA_SJU,0
c-5,c-1,1106,AA,ORD,MCI,403,26,18,AA_ORD_MCI,AA_ORD,0
c-8,c-6,1272,DH,IAD,HPN,247,12,21,DH_IAD_HPN,DH_IAD,0
c-7,c-2,764,WN,OAK,PHX,646,44,12,WN_OAK_PHX,WN_OAK,1
c-3,c-1,881,MQ,DFW,PNS,604,41,14,MQ_DFW_PNS,MQ_DFW,0
c-7,c-7,417,MQ,TYS,ORD,475,57,6,MQ_TYS_ORD,MQ_TYS,0
c-12,c-3,718,WN,MCO,BDL,1050,58,11,WN_MCO_BDL,WN_MCO,0
c-7,c-2,1013,XE,CAE,EWR,602,53,16,XE_CAE_EWR,XE_CAE,0
c-6,c-1,500,UA,LAS,IAD,2066,20,8,UA_LAS_IAD,UA_LAS,0
c-11,c-1,405,WN,SMF,SNA,404,45,6,WN_SMF_SNA,WN_SMF,0
c-5,c-3,1274,US,CLT,BDL,644,14,21,US_CLT_BDL,US_CLT,0
c-7,c-6,470,WN,PHX,OMA,1037,50,7,WN_PHX_OMA,WN_PHX,0
c-2,c-1,1316,CO,LAX,EWR,2454,56,21,CO_LAX_EWR,CO_LAX,0
c-8,c-3,644,WN,SAT,DAL,248,44,10,WN_SAT_DAL,WN_SAT,0
c-1,c-4,447,CO,BOS,EWR,200,27,7,CO_BOS_EWR,CO_BOS,0
c-9,c-6,1298,AS,LAS,SEA,866,38,21,AS_LAS_SEA,AS_LAS,0
c-12,c-3,363,FL,CLT,ATL,227,3,6,FL_CLT_ATL,FL_CLT,0
c-12,c-1,780,CO,LAS,IAH,1222,0,13,CO_LAS_IAH,CO_LAS,0
c-2,c-5,775,WN,LAS,SNA,226,55,12,WN_LAS_SNA,WN_LAS,0
c-8,c-2,335,EV,MKE,ATL,669,35,5,EV_MKE_ATL,EV_MKE,0
